YEAR,MO,DY,HR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,QV2M,T2M,WS10M
2021,5,19,10,880.42,549.98,0.45,0.19,23.02,17.03,31.96,10.27
2021,5,19,11,952.98,492.61,0.38,0.2,10.07,16.48,33.42,10.45
2021,5,19,12,980.12,529.99,0.4,0.2,7.71,15.87,34.65,10.69
2021,5,19,13,912.83,629.84,0.51,0.19,20.11,15.5,35.29,10.53
2021,5,19,14,789.2,587.98,0.53,0.19,33.66,15.2,35.69,9.77
2021,5,19,15,607.35,504.85,0.56,0.16,47.3,14.83,35.91,8.97
2021,5,19,16,392.3,323.7,0.5,0.13,60.85,14.34,35.51,8.15
2021,5,19,17,175.45,156.53,0.43,0.19,74.22,14.16,34.54,6.83
2021,5,19,18,20.5,24.65,0.33,0.16,86.74,14.83,32.14,4.33
2021,5,19,19,0,0,-999,-999,-999,15.08,30.3,3.26
2021,5,19,20,0,0,-999,-999,-999,15.14,29.46,2.95
2021,5,19,21,0,0,-999,-999,-999,15.14,28.82,2.73
2021,5,19,22,0,0,-999,-999,-999,15.08,28.27,2.54
2021,5,19,23,0,0,-999,-999,-999,15.01,27.77,2.44
2021,5,20,0,0,0,-999,-999,-999,14.89,27.23,2.52
2021,5,20,1,0,0,-999,-999,-999,14.83,26.69,2.71
2021,5,20,2,0,0,-999,-999,-999,14.89,26.15,2.82
2021,5,20,3,0,0,-999,-999,-999,15.14,25.69,2.81
2021,5,20,4,0,0,-999,-999,-999,15.38,25.26,2.75
2021,5,20,5,8.4,10.25,0.28,0.12,88.41,15.75,24.98,2.74
2021,5,20,6,123.35,128.26,0.43,0.17,77.05,16.3,26.08,3.68
2021,5,20,7,326.23,331.31,0.56,0.07,63.73,16.6,28.33,3.54
2021,5,20,8,545.2,549.15,0.65,0.11,50.22,15.38,31.95,4.19
2021,5,20,9,737.92,736.62,0.69,0.13,36.59,14.34,34.8,4.37
2021,5,20,10,881.8,870.62,0.71,0.16,22.98,13.79,36.77,4.23
2021,5,20,11,957.8,920.02,0.7,0.16,10,13.37,38.26,4.18
2021,5,20,12,1012.58,975.52,0.74,0.18,7.59,12.88,39.31,4.13
2021,5,20,13,950.25,936.13,0.75,0.17,20.05,12.33,39.94,4.1
2021,5,20,14,822.55,818.79,0.74,0.16,33.6,11.78,40.17,3.89
2021,5,20,15,642.17,644.4,0.71,0.16,47.23,11.29,39.97,3.67
2021,5,20,16,424.75,432.66,0.66,0.15,60.78,10.93,39.3,3.51
2021,5,20,17,197.88,186.8,0.52,0.18,74.13,11.35,37.94,3
2021,5,20,18,23.38,24.1,0.31,0.15,86.67,14.28,34.37,2.42
2021,5,20,19,0,0,-999,-999,-999,13.92,32.28,2.89
2021,5,20,20,0,0,-999,-999,-999,13.31,31.4,3.26
2021,5,20,21,0,0,-999,-999,-999,13.37,30.72,3.85
2021,5,20,22,0,0,-999,-999,-999,14.04,29.98,4.8
2021,5,20,23,0,0,-999,-999,-999,14.65,29.1,5.54
2021,5,21,0,0,0,-999,-999,-999,14.77,28.05,5.49
2021,5,21,1,0,0,-999,-999,-999,14.59,27.12,5.2
2021,5,21,2,0,0,-999,-999,-999,14.4,26.35,4.79
2021,5,21,3,0,0,-999,-999,-999,14.4,25.65,4.31
2021,5,21,4,0,0,-999,-999,-999,14.53,25.02,4.02
2021,5,21,5,9.45,10.45,0.27,0.13,88.38,14.77,24.51,3.93
2021,5,21,6,135.55,112.56,0.38,0.17,76.98,15.14,25.36,4.58
2021,5,21,7,347.65,266.25,0.45,0.13,63.7,14.77,28.2,4.45
2021,5,21,8,569.67,461.15,0.54,0.17,50.18,12.76,32.11,5.11
2021,5,21,9,761.9,755.88,0.71,0.2,36.55,12.27,34.94,5.28
2021,5,21,10,903.25,886.07,0.73,0.18,22.95,12.63,36.77,5.11
2021,5,21,11,987.67,948.48,0.73,0.19,9.94,12.88,38.06,4.85
2021,5,21,12,1019.45,982.58,0.74,0.2,7.49,12.82,39.01,4.54
2021,5,21,13,952.33,935.05,0.75,0.18,19.98,12.76,39.48,4.15
2021,5,21,14,823.9,811.62,0.73,0.17,33.55,12.57,39.58,3.89
2021,5,21,15,641.62,629.2,0.7,0.16,47.17,12.33,39.4,3.64
2021,5,21,16,422.45,409.94,0.63,0.16,60.71,12.15,38.83,3.35
2021,5,21,17,194.95,182.12,0.5,0.18,74.05,12.51,37.68,2.92
2021,5,21,18,23.77,25.66,0.33,0.15,86.6,14.95,34.9,2.12
2021,5,21,19,0,0,-999,-999,-999,15.01,33.12,3.04
2021,5,21,20,0,0,-999,-999,-999,15.2,32.21,4.3
2021,5,21,21,0,0,-999,-999,-999,16.05,31.39,4.97
2021,5,21,22,0,0,-999,-999,-999,16.72,30.69,5.3
2021,5,21,23,0,0,-999,-999,-999,16.85,29.98,5.08
2021,5,22,0,0,0,-999,-999,-999,16.6,29.22,4.51
2021,5,22,1,0,0,-999,-999,-999,16.42,28.42,3.8
2021,5,22,2,0,0,-999,-999,-999,16.42,27.62,3.38
2021,5,22,3,0,0,-999,-999,-999,16.54,26.83,3.26
2021,5,22,4,0,0,-999,-999,-999,16.78,26.06,2.87
2021,5,22,5,9.45,11.09,0.29,0.13,88.34,17.03,25.53,2.94
2021,5,22,6,130.88,109.74,0.37,0.17,76.93,17.33,26.62,3.76
2021,5,22,7,338.23,265.25,0.45,0.12,63.65,16.54,29.15,3.94
2021,5,22,8,559.2,450.52,0.53,0.17,50.15,15.14,32.01,4.24
2021,5,22,9,749.48,633.47,0.59,0.17,36.53,14.4,34.41,4.29
2021,5,22,10,888.23,822.73,0.67,0.17,22.93,14.1,36.3,4.32
2021,5,22,11,968.4,929.47,0.71,0.17,9.88,13.79,37.79,4.44
2021,5,22,12,1003.62,966.93,0.73,0.19,7.39,13.43,38.82,4.55
2021,5,22,13,941.55,928.1,0.74,0.19,19.92,13.06,39.42,4.6
2021,5,22,14,806.33,779.42,0.7,0.17,33.48,12.76,39.58,4.56
2021,5,22,15,621.6,584.45,0.65,0.16,47.11,12.39,39.35,4.48
2021,5,22,16,401.88,366.38,0.56,0.16,60.64,12.21,38.59,4.43
2021,5,22,17,179.62,159.05,0.44,0.17,73.97,12.45,37.19,4.19
2021,5,22,18,21.85,23.98,0.3,0.15,86.53,13.67,34.6,3.48
2021,5,22,19,0,0,-999,-999,-999,13.73,32.73,4.79
2021,5,22,20,0,0,-999,-999,-999,14.16,31.4,6
2021,5,22,21,0,0,-999,-999,-999,15.01,30.16,6.07
2021,5,22,22,0,0,-999,-999,-999,15.87,29.44,5.52
2021,5,22,23,0,0,-999,-999,-999,16.54,28.9,4.77
2021,5,23,0,0,0,-999,-999,-999,16.91,28.44,4.48
2021,5,23,1,0,0,-999,-999,-999,17.09,27.9,3.99
2021,5,23,2,0,0,-999,-999,-999,17.09,27.4,3.77
2021,5,23,3,0,0,-999,-999,-999,17.09,27.02,3.98
2021,5,23,4,0,0,-999,-999,-999,17.33,26.48,3.31
2021,5,23,5,7.75,9.78,0.25,0.12,88.31,17.7,26.08,3.12
2021,5,23,6,107.12,101.1,0.34,0.16,76.88,17.94,26.83,3.61
2021,5,23,7,286.58,262.15,0.45,0.03,63.61,17.4,28.54,3.69
2021,5,23,8,495.35,446.74,0.52,0.08,50.12,16.66,30.61,3.57
2021,5,23,9,686.9,599.04,0.56,0.11,36.51,16.11,32.79,3.58
2021,5,23,10,832.1,727.63,0.59,0.13,22.91,15.69,34.88,3.71
2021,5,23,11,915.88,794.33,0.61,0.15,9.84,15.44,36.6,3.82
2021,5,23,12,934.8,786.06,0.59,0.16,7.3,15.01,37.82,3.86
2021,5,23,13,861.85,820.01,0.66,0.13,19.87,14.47,38.53,3.85
2021,5,23,14,725.35,672.33,0.61,0.12,33.43,13.55,38.83,3.63
2021,5,23,15,538.85,529.93,0.59,0.09,47.05,12.88,38.65,3.37
2021,5,23,16,329.92,335.16,0.52,0.04,60.57,12.39,38.05,3.16
2021,5,23,17,140.3,140.22,0.38,0.17,73.89,12.39,36.89,2.89
2021,5,23,18,18.4,22.46,0.27,0.14,86.47,14.59,34.33,1.98
2021,5,23,19,0,0,-999,-999,-999,14.71,32.49,2.49
2021,5,23,20,0,0,-999,-999,-999,14.71,31.71,3.43
2021,5,23,21,0,0,-999,-999,-999,15.32,30.89,4.03
2021,5,23,22,0,0,-999,-999,-999,16.05,30.23,4.35
2021,5,23,23,0,0,-999,-999,-999,16.66,29.73,4.3
2021,5,24,0,0,0,-999,-999,-999,16.97,29.28,4.1
2021,5,24,1,0,0,-999,-999,-999,17.03,28.79,4.13
2021,5,24,2,0,0,-999,-999,-999,17.03,28.26,4.49
2021,5,24,3,0,0,-999,-999,-999,17.15,27.82,4.87
2021,5,24,4,0,0,-999,-999,-999,17.4,27.41,4.7
2021,5,24,5,8.55,11.05,0.28,0.12,88.28,17.76,26.98,4.24
2021,5,24,6,111.55,112.76,0.38,0.17,76.84,18.13,27.72,5.49
2021,5,24,7,296,291.21,0.49,0.01,63.58,17.82,29.58,6.08
2021,5,24,8,499.75,502.65,0.59,0.09,50.09,17.09,31.91,5.84
2021,5,24,9,700.67,699.58,0.66,0.11,36.49,16.42,34.51,5.35
2021,5,24,10,848.88,820.9,0.67,0.12,22.89,15.87,36.57,4.71
2021,5,24,11,931.42,892.7,0.68,0.16,9.8,15.26,37.87,4
2021,5,24,12,983.7,923.46,0.7,0.15,7.2,14.53,38.85,3.39
2021,5,24,13,922.9,735.25,0.59,0.14,19.8,13.92,39.4,3.05
2021,5,24,14,797.85,697.5,0.63,0.13,33.37,13.24,39.66,2.85
2021,5,24,15,619.08,603.05,0.66,0.12,46.98,12.57,39.48,2.7
2021,5,24,16,404.92,402.5,0.62,0.1,60.49,11.9,38.92,2.62
2021,5,24,17,194.7,197.48,0.53,0.14,73.8,11.72,37.79,2.47
2021,5,24,18,23.95,24.98,0.3,0.15,86.4,14.16,35.29,1.8
2021,5,24,19,0,0,-999,-999,-999,14.71,33.56,2.04
2021,5,24,20,0,0,-999,-999,-999,14.53,32.74,2.28
2021,5,24,21,0,0,-999,-999,-999,14.22,31.87,2.55
2021,5,24,22,0,0,-999,-999,-999,13.92,30.89,2.88
2021,5,24,23,0,0,-999,-999,-999,13.85,30.2,3.46
2021,5,25,0,0,0,-999,-999,-999,14.16,29.55,4.4
2021,5,25,1,0,0,-999,-999,-999,14.53,28.72,5.13
2021,5,25,2,0,0,-999,-999,-999,14.95,27.85,5.57
2021,5,25,3,0,0,-999,-999,-999,15.44,27.3,5.8
2021,5,25,4,0,0,-999,-999,-999,16.11,26.97,5.88
2021,5,25,5,10,12.31,0.3,0.13,88.25,16.85,26.73,5.84
2021,5,25,6,137.02,142.04,0.47,0.18,76.8,17.46,27.73,6.16
2021,5,25,7,350.1,353.79,0.6,0.13,63.55,17.09,30.02,6.13
2021,5,25,8,569.38,572.1,0.67,0.15,50.08,16.05,32.62,5.73
2021,5,25,9,760.25,757.21,0.71,0.16,36.48,14.65,35.5,5.04
2021,5,25,10,903.62,891.3,0.73,0.18,22.88,13.43,38.15,4.12
2021,5,25,11,979.3,940.77,0.72,0.19,9.76,13,39.65,3.8
2021,5,25,12,1011.58,975.3,0.74,0.2,7.12,12.63,40.72,3.94
2021,5,25,13,951.02,937.59,0.75,0.2,19.75,12.27,41.33,4.27
2021,5,25,14,821.52,792.35,0.71,0.17,33.31,11.84,41.63,4.47
2021,5,25,15,640.62,599.19,0.66,0.16,46.92,11.47,41.48,4.46
2021,5,25,16,423.08,383.38,0.59,0.16,60.42,11.29,40.8,4.4
2021,5,25,17,196.92,170.5,0.46,0.18,73.73,11.6,39.48,4.04
2021,5,25,18,25.42,26.37,0.31,0.15,86.33,13.85,36.1,2.76
2021,5,25,19,0,0,-999,-999,-999,13.73,34.01,3.27
2021,5,25,20,0,0,-999,-999,-999,13.37,33.31,4.34
2021,5,25,21,0,0,-999,-999,-999,13.55,32.66,6.33
2021,5,25,22,0,0,-999,-999,-999,14.53,31.44,7.43
2021,5,25,23,0,0,-999,-999,-999,15.81,30.2,7.41
2021,5,26,0,0,0,-999,-999,-999,16.85,29.05,6.68
2021,5,26,1,0,0,-999,-999,-999,17.4,28.09,6.01
2021,5,26,2,0,0,-999,-999,-999,17.64,27.31,5.36
2021,5,26,3,0,0,-999,-999,-999,17.88,26.68,4.72
2021,5,26,4,0,0,-999,-999,-999,18.13,26.12,4.06
2021,5,26,5,9.55,11.2,0.27,0.12,88.23,18.37,25.76,3.62
2021,5,26,6,120.42,95.66,0.31,0.16,76.76,18.55,26.81,5.02
2021,5,26,7,311.95,224.89,0.38,0.06,63.52,18.13,29.01,6.01
2021,5,26,8,531.05,384.84,0.45,0.17,50.05,17.4,31.33,5.85
2021,5,26,9,719.9,525.11,0.49,0.17,36.47,16.6,33.78,5.72
2021,5,26,10,855.8,710.57,0.58,0.14,22.87,15.75,36.19,5.72
2021,5,26,11,935.48,815.23,0.62,0.16,9.73,14.95,38.34,5.8
2021,5,26,12,1002.75,960.79,0.73,0.18,7.04,14.4,40,5.78
2021,5,26,13,941.92,852.93,0.68,0.17,19.69,13.92,41.19,5.6
2021,5,26,14,817.58,782.76,0.7,0.16,33.25,13.49,41.73,5.29
2021,5,26,15,640.1,634.87,0.7,0.16,46.86,13.18,41.69,5.04
2021,5,26,16,427.17,434,0.66,0.16,60.35,13.06,41.07,4.98
2021,5,26,17,204.17,209.06,0.56,0.16,73.64,13.37,39.73,4.86
2021,5,26,18,26.77,27.17,0.31,0.16,86.26,14.89,36.86,3.5
2021,5,26,19,0,0,-999,-999,-999,15.26,34.95,4.04
2021,5,26,20,0,0,-999,-999,-999,15.56,34.05,5.39
2021,5,26,21,0,0,-999,-999,-999,16.05,32.84,6.2
2021,5,26,22,0,0,-999,-999,-999,16.54,31.65,6.23
2021,5,26,23,0,0,-999,-999,-999,16.97,30.5,5.94
2021,5,27,0,0,0,-999,-999,-999,17.46,29.44,6.12
2021,5,27,1,0,0,-999,-999,-999,17.88,28.55,5.83
2021,5,27,2,0,0,-999,-999,-999,18.25,27.9,5.22
2021,5,27,3,0,0,-999,-999,-999,18.49,27.48,4.5
2021,5,27,4,0,0,-999,-999,-999,18.68,27.26,4.03
2021,5,27,5,10.05,11.73,0.28,0.12,88.2,18.74,27.22,3.99
2021,5,27,6,133.6,110.28,0.36,0.16,76.72,18.74,28.17,4.7
2021,5,27,7,346.88,298.87,0.51,0.17,63.5,18.37,29.99,5.14
2021,5,27,8,564.88,485.48,0.57,0.17,50.05,18.13,32.05,5.17
2021,5,27,9,751.45,698.5,0.66,0.16,36.46,18.01,34.15,5.25
2021,5,27,10,890.58,816.38,0.67,0.18,22.87,17.7,36.22,5.3
2021,5,27,11,967.4,908.8,0.7,0.19,9.71,17.15,38.08,5.3
2021,5,27,12,947.88,909.27,0.69,0.18,6.96,16.6,39.62,5.24
2021,5,27,13,885.42,860.25,0.69,0.16,19.63,15.99,40.69,5.18
2021,5,27,14,757.55,746.18,0.67,0.15,33.2,15.32,41.21,5.09
2021,5,27,15,577.7,574.89,0.63,0.12,46.79,14.59,41.26,4.89
2021,5,27,16,367.92,375.18,0.57,0.1,60.28,14.04,40.74,4.6
2021,5,27,17,163.23,165.88,0.45,0.17,73.56,13.98,39.66,4.16
2021,5,27,18,22.52,26.61,0.3,0.15,86.19,15.56,36.9,2.78
2021,5,27,19,0,0,-999,-999,-999,15.87,35.02,3.78
2021,5,27,20,0,0,-999,-999,-999,16.36,34.05,4.83
2021,5,27,21,0,0,-999,-999,-999,16.97,33.16,5.48
2021,5,27,22,0,0,-999,-999,-999,17.27,32.36,6.09
2021,5,27,23,0,0,-999,-999,-999,17.52,31.58,6.21
2021,5,28,0,0,0,-999,-999,-999,17.82,30.73,5.69
2021,5,28,1,0,0,-999,-999,-999,18.19,29.94,5.29
2021,5,28,2,0,0,-999,-999,-999,18.49,29.15,5.14
2021,5,28,3,0,0,-999,-999,-999,18.74,28.54,4.79
2021,5,28,4,0,0,-999,-999,-999,18.98,28.07,4.27
2021,5,28,5,9.52,12.53,0.3,0.12,88.18,19.17,27.73,4.11
2021,5,28,6,121.17,99.28,0.33,0.16,76.69,19.17,28.48,5.08
2021,5,28,7,314.75,255.27,0.43,0.08,63.48,18.74,30.23,5.69
2021,5,28,8,530.98,431.32,0.51,0.16,50.03,18.37,32.34,5.94
2021,5,28,9,712.83,696.11,0.66,0.13,36.45,18.13,34.72,6.08
2021,5,28,10,852.2,839.61,0.69,0.16,22.87,17.46,37.23,5.94
2021,5,28,11,931.35,846.56,0.65,0.16,9.7,16.42,39.45,5.4
2021,5,28,12,974.7,938.86,0.71,0.19,6.89,15.75,40.9,4.83
2021,5,28,13,915.95,902.82,0.73,0.18,19.58,15.32,41.72,4.39
2021,5,28,14,791.83,781.72,0.7,0.16,33.14,14.95,42.05,4.09
2021,5,28,15,615.5,607.13,0.67,0.16,46.73,14.59,41.97,3.98
2021,5,28,16,404.8,403.45,0.61,0.15,60.21,14.34,41.37,4.01
2021,5,28,17,187.98,188.09,0.5,0.16,73.48,14.4,40.18,4.18
2021,5,28,18,25.45,28.77,0.32,0.15,86.12,15.75,37.51,3.68
2021,5,28,19,0,0,-999,-999,-999,16.24,35.38,5.09
2021,5,28,20,0,0,-999,-999,-999,17.15,33.94,6.55
2021,5,28,21,0,0,-999,-999,-999,18.31,32.54,6.88
2021,5,28,22,0,0,-999,-999,-999,19.04,31.73,6.24
2021,5,28,23,0,0,-999,-999,-999,19.23,31.23,5.54
2021,5,29,0,0,0,-999,-999,-999,19.04,30.73,5.06
2021,5,29,1,0,0,-999,-999,-999,18.8,30.15,4.95
2021,5,29,2,0,0,-999,-999,-999,18.62,29.56,4.73
2021,5,29,3,0,0,-999,-999,-999,18.55,29,4.44
2021,5,29,4,0,0,-999,-999,-999,18.62,28.47,4.23
2021,5,29,5,10.83,13.23,0.31,0.13,88.16,18.74,28.03,4.04
2021,5,29,6,145.12,115.57,0.38,0.16,76.66,18.74,28.93,4.91
2021,5,29,7,360.88,240.84,0.41,0.16,63.46,18.43,30.83,5.15
2021,5,29,8,576.85,440.12,0.52,0.16,50.02,18.19,33.11,5.04
2021,5,29,9,763.67,699.95,0.66,0.16,36.45,17.88,35.59,5
2021,5,29,10,902.02,856.4,0.7,0.17,22.87,16.91,38.15,4.79
2021,5,29,11,978.8,933.83,0.72,0.18,9.69,15.62,40.16,4.55
2021,5,29,12,954.83,882.84,0.67,0.16,6.82,14.83,41.46,4.58
2021,5,29,13,893.23,857.61,0.69,0.16,19.52,14.4,42.21,4.71
2021,5,29,14,766.67,749.36,0.67,0.14,33.08,14.04,42.4,4.72
2021,5,29,15,588.27,579.72,0.64,0.12,46.66,13.67,42.11,4.58
2021,5,29,16,377.88,376.64,0.57,0.1,60.14,13.61,41.32,4.53
2021,5,29,17,171.02,172.46,0.45,0.16,73.4,13.85,39.92,4.58
2021,5,29,18,23.83,27.95,0.3,0.15,86.05,15.5,37.11,4.36
2021,5,29,19,0,0,-999,-999,-999,16.42,34.74,5.58
2021,5,29,20,0,0,-999,-999,-999,17.27,33.26,6.79
2021,5,29,21,0,0,-999,-999,-999,18.07,32.19,6.66
2021,5,29,22,0,0,-999,-999,-999,18.37,31.82,5.87
2021,5,29,23,0,0,-999,-999,-999,18.31,31.55,5.34
2021,5,30,0,0,0,-999,-999,-999,18.01,31.13,4.82
2021,5,30,1,0,0,-999,-999,-999,17.76,30.58,4.5
2021,5,30,2,0,0,-999,-999,-999,17.7,29.94,4.23
2021,5,30,3,0,0,-999,-999,-999,17.82,29.27,3.86
2021,5,30,4,0,0,-999,-999,-999,18.01,28.66,3.36
2021,5,30,5,10.05,13.08,0.3,0.12,88.14,18.19,28.18,3.12
2021,5,30,6,127.2,123.04,0.4,0.16,76.64,18.25,28.73,4.47
2021,5,30,7,326.9,308.47,0.52,0.09,63.45,18.07,30.23,5.1
2021,5,30,8,541.52,535.35,0.63,0.12,50.02,17.52,32.34,5.38
2021,5,30,9,731.25,730.07,0.69,0.16,36.46,16.72,34.84,5.65
2021,5,30,10,873.5,861.41,0.7,0.15,22.88,15.93,37.4,5.99
2021,5,30,11,958.38,919.92,0.7,0.18,9.69,14.83,39.8,6.25
2021,5,30,12,982.92,946.35,0.72,0.18,6.75,13.73,41.51,6.18
2021,5,30,13,921.73,905.88,0.73,0.16,19.47,12.88,42.52,5.99
2021,5,30,14,793.88,781.8,0.7,0.15,33.02,12.21,42.82,5.85
2021,5,30,15,615.15,610.61,0.67,0.14,46.6,11.84,42.49,5.79
2021,5,30,16,401.1,405.16,0.61,0.12,60.07,11.66,41.62,5.74
2021,5,30,17,187.9,192.2,0.51,0.14,73.32,11.84,40.17,5.46
2021,5,30,18,26.2,30.09,0.32,0.14,85.98,13.31,37.14,4.09
2021,5,30,19,0,0,-999,-999,-999,14.28,34.87,4.36
2021,5,30,20,0,0,-999,-999,-999,15.08,33.67,4.45
2021,5,30,21,0,0,-999,-999,-999,15.5,32.65,4.18
2021,5,30,22,0,0,-999,-999,-999,15.75,31.7,3.63
2021,5,30,23,0,0,-999,-999,-999,15.87,30.84,3.65
2021,5,31,0,0,0,-999,-999,-999,16.05,30.1,4.26
2021,5,31,1,0,0,-999,-999,-999,16.36,29.26,4.64
2021,5,31,2,0,0,-999,-999,-999,16.6,28.42,4.17
2021,5,31,3,0,0,-999,-999,-999,16.85,27.74,3.65
2021,5,31,4,0,0,-999,-999,-999,17.03,27.17,3.26
2021,5,31,5,9.75,12.55,0.29,0.12,88.12,17.27,26.8,3.32
2021,5,31,6,117.62,101.4,0.33,0.16,76.62,17.52,27.7,4.55
2021,5,31,7,302.92,233.3,0.39,0.04,63.45,17.33,29.35,4.63
2021,5,31,8,519.67,411.91,0.48,0.16,50.02,16.85,31.42,4.6
2021,5,31,9,698.8,567.24,0.53,0.1,36.47,16.48,33.56,4.75
2021,5,31,10,841.25,796.92,0.66,0.12,22.88,15.87,35.77,4.99
2021,5,31,11,923,856.55,0.66,0.14,9.69,15.01,37.83,5.28
2021,5,31,12,997.48,944.34,0.72,0.17,6.69,14.1,39.53,5.5
2021,5,31,13,933.12,917.16,0.73,0.17,19.41,13.43,40.65,5.67
2021,5,31,14,802.6,796.73,0.72,0.16,32.97,12.82,41.22,5.78
2021,5,31,15,618.85,618.77,0.68,0.14,46.54,12.21,41.27,5.84
2021,5,31,16,402.02,408.53,0.62,0.12,60,11.84,40.74,5.85
2021,5,31,17,188.73,194.21,0.51,0.14,73.24,11.9,39.51,5.66
2021,5,31,18,27.05,31.02,0.33,0.14,85.91,13.24,36.58,4.8
2021,5,31,19,0,0,-999,-999,-999,14.1,34.26,5.39
2021,5,31,20,0,0,-999,-999,-999,14.71,33.15,5.51
2021,5,31,21,0,0,-999,-999,-999,15.26,32.17,4.95
2021,5,31,22,0,0,-999,-999,-999,15.81,31.25,4.62
2021,5,31,23,0,0,-999,-999,-999,16.17,30.39,4.99
2021,6,1,0,0,0,-999,-999,-999,16.48,29.52,5.63
2021,6,1,1,0,0,-999,-999,-999,16.85,28.63,5.73
2021,6,1,2,0,0,-999,-999,-999,17.09,27.9,5.61
2021,6,1,3,0,0,-999,-999,-999,17.21,27.4,5.26
2021,6,1,4,0,0,-999,-999,-999,17.27,27.1,4.79
2021,6,1,5,10.4,11.99,0.27,0.13,88.12,17.15,27.04,4.6
2021,6,1,6,128.65,111.84,0.37,0.16,76.61,17.03,27.77,5.08
2021,6,1,7,329.23,263.04,0.45,0.1,63.44,16.85,29.37,5.3
2021,6,1,8,544.25,438.97,0.52,0.12,50.02,16.6,31.37,5.22
2021,6,1,9,729.02,727.98,0.69,0.21,36.48,16.42,33.42,5.13
2021,6,1,10,876.9,863.69,0.71,0.18,22.9,15.87,35.48,5.18
2021,6,1,11,953.83,915.33,0.7,0.18,9.69,15.2,37.37,5.28
2021,6,1,12,1006.45,970.16,0.73,0.2,6.62,14.53,38.93,5.34
2021,6,1,13,944.55,930.96,0.74,0.19,19.36,13.92,40.01,5.32
2021,6,1,14,821.2,817.45,0.73,0.18,32.91,13.37,40.61,5.15
2021,6,1,15,639.23,598.41,0.66,0.16,46.48,13,40.73,4.97
2021,6,1,16,424.15,375.16,0.56,0.16,59.93,12.88,40.27,4.92
2021,6,1,17,200.95,166.84,0.44,0.17,73.16,13.12,39.06,5.14
2021,6,1,18,29.05,25.93,0.27,0.15,85.84,14.47,36.33,5.13
2021,6,1,19,0,0,-999,-999,-999,15.32,34,6.71
2021,6,1,20,0,0,-999,-999,-999,16.42,32.43,7.71
2021,6,1,21,0,0,-999,-999,-999,17.27,31.56,7.01
2021,6,1,22,0,0,-999,-999,-999,17.7,31.09,5.65
2021,6,1,23,0,0,-999,-999,-999,17.94,30.62,4.76
2021,6,2,0,0,0,-999,-999,-999,18.01,30.05,4.43
2021,6,2,1,0,0,-999,-999,-999,18.07,29.44,4.54
2021,6,2,2,0,0,-999,-999,-999,18.07,28.9,4.26
2021,6,2,3,0,0,-999,-999,-999,18.01,28.5,3.87
2021,6,2,4,0,0,-999,-999,-999,18.01,28.13,3.35
2021,6,2,5,10.42,12.88,0.3,0.13,88.1,17.94,27.89,3.29
2021,6,2,6,126.65,130.57,0.42,0.16,76.59,17.64,28.81,4.2
2021,6,2,7,322.08,316.09,0.53,0.09,63.44,17.27,30.35,4.31
2021,6,2,8,533.08,520.38,0.61,0.11,50.03,16.91,32.22,4.28
2021,6,2,9,720.2,705.5,0.66,0.12,36.49,16.36,34.23,4.3
2021,6,2,10,862.6,844.54,0.7,0.15,22.91,15.81,36.26,4.32
2021,6,2,11,946.48,909.26,0.7,0.17,9.7,15.32,38.16,4.3
2021,6,2,12,1001.55,966.19,0.73,0.19,6.57,14.71,39.64,4.26
2021,6,2,13,942.02,928.91,0.74,0.18,19.3,14.16,40.7,4.31
2021,6,2,14,814.67,794.48,0.72,0.16,32.85,13.55,41.15,4.36
2021,6,2,15,636.92,610.62,0.67,0.16,46.41,13.18,41.05,4.45
2021,6,2,16,423.65,400.4,0.6,0.15,59.86,13.06,40.3,4.65
2021,6,2,17,202.55,188.25,0.49,0.17,73.09,13.31,38.86,5.07
2021,6,2,18,29.98,30.92,0.32,0.16,85.77,14.65,36.11,5.2
2021,6,2,19,0,0,-999,-999,-999,15.69,33.73,6.9
2021,6,2,20,0,0,-999,-999,-999,16.78,31.85,7.89
2021,6,2,21,0,0,-999,-999,-999,17.58,30.59,7.73
2021,6,2,22,0,0,-999,-999,-999,17.94,30.08,6.66
2021,6,2,23,0,0,-999,-999,-999,18.07,29.83,5.42
2021,6,3,0,0,0,-999,-999,-999,18.01,29.57,4.47
2021,6,3,1,0,0,-999,-999,-999,17.82,29.15,3.7
2021,6,3,2,0,0,-999,-999,-999,17.58,28.69,3.06
2021,6,3,3,0,0,-999,-999,-999,17.33,28.24,2.61
2021,6,3,4,0,0,-999,-999,-999,17.21,27.79,2.29
2021,6,3,5,10.8,12.5,0.28,0.13,88.09,17.09,27.48,2.26
2021,6,3,6,134.27,139,0.45,0.16,76.59,16.91,28.38,2.88
2021,6,3,7,336.12,339.66,0.58,0.13,63.44,16.72,29.83,2.79
2021,6,3,8,554.6,557.52,0.66,0.16,50.04,16.3,31.92,3.38
2021,6,3,9,745.17,735.59,0.7,0.15,36.51,15.93,34.3,3.89
2021,6,3,10,887.5,845.2,0.7,0.16,22.94,15.87,36.4,4.05
2021,6,3,11,969.6,925.74,0.71,0.17,9.72,15.69,38.12,4.16
2021,6,3,12,986.02,940.77,0.72,0.17,6.52,15.32,39.49,4.32
2021,6,3,13,926.55,893.02,0.72,0.16,19.26,14.71,40.54,4.36
2021,6,3,14,806.35,799.64,0.72,0.18,32.8,14.04,41.04,4.08
