YEAR,MO,DY,HR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,QV2M,T2M,WS10M
2021,1,1,5,0,0,-999,-999,-999,8.3,13.89,2.52
2021,1,1,6,0,0,-999,-999,-999,8.61,13.69,2.54
2021,1,1,7,42.3,38.66,0.23,0.17,83.07,8.91,15.23,2.63
2021,1,1,8,170.27,167.65,0.38,0.01,71.55,9.09,17.99,3.12
2021,1,1,9,326.15,321.8,0.48,0.03,61.27,9.34,21.03,2.11
2021,1,1,10,431.3,436.83,0.52,0.09,53.01,9.22,25,1.79
2021,1,1,11,529.62,531.93,0.56,0.09,47.85,9.28,27.58,1.94
2021,1,1,12,473.12,472.57,0.49,0.09,46.84,9.4,28.83,1.94
2021,1,1,13,437.33,433.55,0.48,0.07,50.21,9.46,29.43,2.2
2021,1,1,14,334.48,338.9,0.45,0.04,57.2,9.46,29.38,2.48
2021,1,1,15,201.45,206.35,0.37,0.01,66.68,9.52,28.8,2.65
2021,1,1,16,93.38,98.18,0.33,0.13,77.73,10.74,26.5,1.95
2021,1,1,17,6.6,9.66,0.23,0.12,88.33,9.58,23.11,2.72
2021,1,1,18,0,0,-999,-999,-999,8.79,21.67,3.17
2021,1,1,19,0,0,-999,-999,-999,8.06,20.71,3.44
2021,1,1,20,0,0,-999,-999,-999,7.32,19.64,3.68
2021,1,1,21,0,0,-999,-999,-999,6.71,18.58,3.72
2021,1,1,22,0,0,-999,-999,-999,6.35,17.53,3.35
2021,1,1,23,0,0,-999,-999,-999,6.16,16.66,2.88
2021,1,2,0,0,0,-999,-999,-999,6.1,16.01,2.54
2021,1,2,1,0,0,-999,-999,-999,6.16,15.69,2.33
2021,1,2,2,0,0,-999,-999,-999,6.04,15.2,2.3
2021,1,2,3,0,0,-999,-999,-999,5.92,14.82,2.29
2021,1,2,4,0,0,-999,-999,-999,5.8,14.4,2.24
2021,1,2,5,0,0,-999,-999,-999,5.74,14.01,2.17
2021,1,2,6,0,0,-999,-999,-999,5.62,13.64,2.13
2021,1,2,7,45.88,44.41,0.27,0.17,83.13,5.55,14.76,2.32
2021,1,2,8,190.73,174.81,0.39,0.01,71.58,5.37,16.86,2.36
2021,1,2,9,364.77,324.59,0.48,0.06,61.27,5.49,19.99,1.89
2021,1,2,10,511.6,490.52,0.58,0.09,52.98,5,24.49,2.63
2021,1,2,11,602.2,553.91,0.59,0.1,47.79,5.19,26.45,3.13
2021,1,2,12,478.12,473.45,0.49,0.06,46.73,5.43,27.49,3.51
2021,1,2,13,435.4,421.06,0.47,0.05,50.09,5.68,28.05,3.95
2021,1,2,14,336.5,341.02,0.45,0.02,57.06,5.74,27.97,4.16
2021,1,2,15,223.15,228.69,0.41,0,66.54,5.49,27.25,4.12
2021,1,2,16,100.9,105.05,0.34,0.12,77.59,6.41,24.9,2.74
2021,1,2,17,6.98,10.1,0.23,0.12,88.26,6.23,20.3,2.89
2021,1,2,18,0,0,-999,-999,-999,5.55,18.26,3.17
2021,1,2,19,0,0,-999,-999,-999,5.19,16.98,3.25
2021,1,2,20,0,0,-999,-999,-999,4.94,15.92,3.25
2021,1,2,21,0,0,-999,-999,-999,4.82,15.08,3.21
2021,1,2,22,0,0,-999,-999,-999,4.82,14.37,3.13
2021,1,2,23,0,0,-999,-999,-999,4.76,13.73,3.07
2021,1,3,0,0,0,-999,-999,-999,4.7,13.06,3.03
2021,1,3,1,0,0,-999,-999,-999,4.7,12.41,2.96
2021,1,3,2,0,0,-999,-999,-999,4.64,11.85,2.78
2021,1,3,3,0,0,-999,-999,-999,4.64,11.49,2.57
2021,1,3,4,0,0,-999,-999,-999,4.64,11.27,2.35
2021,1,3,5,0,0,-999,-999,-999,4.58,11.04,2.2
2021,1,3,6,0,0,-999,-999,-999,4.58,10.88,2.01
2021,1,3,7,49.33,51.02,0.3,0.16,83.18,4.82,12.4,1.72
2021,1,3,8,196.2,203.52,0.46,0.02,71.61,4.76,15.12,1.53
2021,1,3,9,370.77,378.71,0.56,0.08,61.27,5.07,18.42,1.23
2021,1,3,10,515.12,520.7,0.62,0.12,52.95,4.82,23.39,2.06
2021,1,3,11,612.58,613.95,0.65,0.13,47.72,4.58,25.65,2.55
2021,1,3,12,520.98,491.27,0.51,0.06,46.63,4.52,26.74,3.02
2021,1,3,13,478.05,435.32,0.48,0.05,49.95,4.52,27.33,3.44
2021,1,3,14,373.48,373.23,0.48,0.03,56.92,4.52,27.23,3.49
2021,1,3,15,230.62,230.95,0.41,0.01,66.4,4.58,26.41,3.31
2021,1,3,16,91.2,95.95,0.31,0.16,77.45,6.23,23.87,2.22
2021,1,3,17,7.73,10.95,0.24,0.12,88.18,6.16,19.48,2.78
2021,1,3,18,0,0,-999,-999,-999,5.86,17.74,3.06
2021,1,3,19,0,0,-999,-999,-999,5.74,16.72,3.11
2021,1,3,20,0,0,-999,-999,-999,5.62,15.87,3.13
2021,1,3,21,0,0,-999,-999,-999,5.55,15.21,3.14
2021,1,3,22,0,0,-999,-999,-999,5.55,14.62,3.12
2021,1,3,23,0,0,-999,-999,-999,5.62,14.04,3
2021,1,4,0,0,0,-999,-999,-999,5.62,13.48,2.85
2021,1,4,1,0,0,-999,-999,-999,5.62,12.99,2.74
2021,1,4,2,0,0,-999,-999,-999,5.55,12.55,2.66
2021,1,4,3,0,0,-999,-999,-999,5.43,12.2,2.61
2021,1,4,4,0,0,-999,-999,-999,5.31,11.94,2.53
2021,1,4,5,0,0,-999,-999,-999,5.19,11.82,2.4
2021,1,4,6,0,0,-999,-999,-999,5.13,11.9,2.2
2021,1,4,7,34.95,36.02,0.22,0.16,83.23,5.49,13.74,1.73
2021,1,4,8,143.33,147.57,0.34,0.01,71.63,5.19,17.08,1.37
2021,1,4,9,283.33,285.29,0.42,0.02,61.27,5.31,20.49,0.38
2021,1,4,10,411.98,410.31,0.48,0.05,52.92,4.82,24.76,1.27
2021,1,4,11,495.2,450.02,0.48,0.07,47.65,4.76,26.32,2.3
2021,1,4,12,425.35,373.8,0.38,0.07,46.52,4.82,26.92,3.11
2021,1,4,13,384.42,360.73,0.4,0.06,49.82,4.88,27.19,3.58
2021,1,4,14,292.05,274.85,0.36,0.04,56.78,5,27.1,3.56
2021,1,4,15,172.38,161.19,0.28,0.01,66.25,5.13,26.55,3.38
2021,1,4,16,66.92,67.12,0.22,0.16,77.3,6.59,24.44,2.29
2021,1,4,17,5.7,9.03,0.2,0.1,88.1,6.65,21.08,2.75
2021,1,4,18,0,0,-999,-999,-999,6.23,20.44,3.02
2021,1,4,19,0,0,-999,-999,-999,6.1,20,3.26
2021,1,4,20,0,0,-999,-999,-999,6.1,19.39,3.38
2021,1,4,21,0,0,-999,-999,-999,6.23,18.68,3.2
2021,1,4,22,0,0,-999,-999,-999,6.29,17.57,2.8
2021,1,4,23,0,0,-999,-999,-999,6.35,16.9,2.47
2021,1,5,0,0,0,-999,-999,-999,6.35,16.18,2.3
2021,1,5,1,0,0,-999,-999,-999,6.16,15.01,2.33
2021,1,5,2,0,0,-999,-999,-999,6.04,14.19,2.32
2021,1,5,3,0,0,-999,-999,-999,5.98,13.58,2.28
2021,1,5,4,0,0,-999,-999,-999,5.86,13.09,2.2
2021,1,5,5,0,0,-999,-999,-999,5.8,12.67,2.15
2021,1,5,6,0,0,-999,-999,-999,5.8,12.23,2.15
2021,1,5,7,38.95,39.88,0.24,0.17,83.27,5.86,13.34,2.42
2021,1,5,8,165.83,165.68,0.38,0.01,71.65,5.92,15.61,2.78
2021,1,5,9,325.98,320,0.48,0.03,61.27,6.16,18.88,2.23
2021,1,5,10,466.7,443.02,0.52,0.06,52.88,5.98,23.36,2.36
2021,1,5,11,556.3,538,0.57,0.08,47.56,5.98,25.2,2.71
2021,1,5,12,542.48,532.72,0.55,0.07,46.4,5.98,26.36,3.18
2021,1,5,13,464.92,470.59,0.52,0.09,49.68,5.86,27.04,3.59
2021,1,5,14,379.3,385.93,0.5,0.05,56.62,5.8,27.01,3.8
2021,1,5,15,243,248.22,0.44,0.01,66.1,5.68,26.28,3.86
2021,1,5,16,114.02,119.08,0.38,0.14,77.16,6.53,23.94,2.76
2021,1,5,17,9.05,12.54,0.26,0.13,88.02,6.41,19.49,3.11
2021,1,5,18,0,0,-999,-999,-999,5.98,17.94,3.51
2021,1,5,19,0,0,-999,-999,-999,5.8,17.09,3.75
2021,1,5,20,0,0,-999,-999,-999,5.8,16.26,3.84
2021,1,5,21,0,0,-999,-999,-999,5.86,15.47,3.82
2021,1,5,22,0,0,-999,-999,-999,5.92,14.67,3.73
2021,1,5,23,0,0,-999,-999,-999,6.1,13.92,3.64
2021,1,6,0,0,0,-999,-999,-999,6.23,13.24,3.56
2021,1,6,1,0,0,-999,-999,-999,6.41,12.62,3.47
2021,1,6,2,0,0,-999,-999,-999,6.47,12.05,3.38
2021,1,6,3,0,0,-999,-999,-999,6.59,11.56,3.28
2021,1,6,4,0,0,-999,-999,-999,6.65,11.08,3.16
2021,1,6,5,0,0,-999,-999,-999,6.77,10.69,3.08
2021,1,6,6,0,0,-999,-999,-999,6.84,10.4,3.11
2021,1,6,7,39.2,41.12,0.25,0.16,83.3,6.96,12.26,3.83
2021,1,6,8,157.92,165.09,0.38,0,71.66,7.08,15.19,3.69
2021,1,6,9,299.88,307.55,0.45,0.02,61.25,7.02,19.29,3.52
2021,1,6,10,424.58,430.14,0.51,0.06,52.83,5.98,22.88,4.4
2021,1,6,11,509.15,512.81,0.54,0.09,47.48,5.31,24.76,3.51
2021,1,6,12,614.35,615.62,0.63,0.12,46.27,4.82,26.14,3.01
2021,1,6,13,567.75,572.45,0.62,0.11,49.53,4.46,26.98,2.88
2021,1,6,14,439.9,447.03,0.58,0.1,56.47,4.15,27.13,2.92
2021,1,6,15,288.48,294.3,0.52,0.05,65.95,4.03,26.51,3.02
2021,1,6,16,130.75,135.95,0.43,0.15,77.01,5.68,23.89,2.25
2021,1,6,17,10.9,14.5,0.29,0.14,87.95,5.49,18.94,3.1
2021,1,6,18,0,0,-999,-999,-999,5.19,17.14,3.52
2021,1,6,19,0,0,-999,-999,-999,5.19,16.24,3.65
2021,1,6,20,0,0,-999,-999,-999,5.31,15.45,3.79
2021,1,6,21,0,0,-999,-999,-999,5.43,14.69,3.84
2021,1,6,22,0,0,-999,-999,-999,5.49,13.87,3.74
2021,1,6,23,0,0,-999,-999,-999,5.49,13.04,3.52
2021,1,7,0,0,0,-999,-999,-999,5.43,12.21,3.22
2021,1,7,1,0,0,-999,-999,-999,5.25,11.47,2.98
2021,1,7,2,0,0,-999,-999,-999,5.07,10.91,2.89
2021,1,7,3,0,0,-999,-999,-999,5,10.5,2.89
2021,1,7,4,0,0,-999,-999,-999,5.07,10.15,2.87
2021,1,7,5,0,0,-999,-999,-999,5.19,9.9,2.84
2021,1,7,6,0,0,-999,-999,-999,5.37,9.73,2.82
2021,1,7,7,46.27,48.15,0.3,0.17,83.33,5.55,11.67,3.7
2021,1,7,8,184.98,191.89,0.43,0.04,71.67,5.86,14.57,3.32
2021,1,7,9,362.9,365.35,0.54,0.07,61.23,6.47,18.61,2.67
2021,1,7,10,503.58,496.86,0.59,0.09,52.77,6.84,22.69,2.41
2021,1,7,11,586.88,575.38,0.6,0.1,47.38,6.59,26.71,1.42
2021,1,7,12,525.8,508.55,0.52,0.08,46.14,7.26,28.68,1.74
2021,1,7,13,476.3,466.06,0.51,0.07,49.38,7.45,29.38,2.14
2021,1,7,14,375.12,381.04,0.48,0.05,56.31,7.32,29.24,2.07
2021,1,7,15,228.75,232.32,0.41,0.01,65.79,7.2,28.64,2.01
2021,1,7,16,94.1,98.24,0.3,0.16,76.86,8.85,26.01,1.83
2021,1,7,17,9.1,12.74,0.24,0.12,87.86,7.57,21.67,3.05
2021,1,7,18,0,0,-999,-999,-999,6.65,20.12,3.55
2021,1,7,19,0,0,-999,-999,-999,6.23,19.32,3.85
2021,1,7,20,0,0,-999,-999,-999,5.98,18.51,4.24
2021,1,7,21,0,0,-999,-999,-999,5.86,17.69,4.75
2021,1,7,22,0,0,-999,-999,-999,5.8,16.71,4.89
2021,1,7,23,0,0,-999,-999,-999,5.8,15.85,4.81
2021,1,8,0,0,0,-999,-999,-999,5.74,15.15,4.58
2021,1,8,1,0,0,-999,-999,-999,5.68,14.62,4.3
2021,1,8,2,0,0,-999,-999,-999,5.62,14.13,3.74
2021,1,8,3,0,0,-999,-999,-999,5.62,13.55,2.95
2021,1,8,4,0,0,-999,-999,-999,5.55,13.12,2.54
2021,1,8,5,0,0,-999,-999,-999,5.43,12.87,2.44
2021,1,8,6,0,0,-999,-999,-999,5.37,12.77,2.43
2021,1,8,7,37.48,38.55,0.23,0.17,83.35,5.49,14.69,2.48
2021,1,8,8,154.12,120.22,0.27,0.01,71.67,5.31,17.83,2.98
2021,1,8,9,304.05,224.49,0.33,0.06,61.2,5.49,21.65,2.76
2021,1,8,10,437.9,342.46,0.4,0.08,52.71,5.86,25.77,2.49
2021,1,8,11,526.23,440.48,0.46,0.09,47.27,6.59,27.8,2.29
2021,1,8,12,484.35,431.05,0.44,0.09,46,7.14,28.84,2.8
2021,1,8,13,444,414.82,0.45,0.08,49.21,7.51,29.26,3.52
2021,1,8,14,345.77,331.95,0.42,0.03,56.15,7.57,29.05,3.97
2021,1,8,15,215.58,210.72,0.36,0.01,65.62,7.57,28.27,4.28
2021,1,8,16,90.48,91.7,0.28,0.16,76.7,7.75,26.14,3.76
2021,1,8,17,9.17,12.98,0.23,0.12,87.77,7.39,22.28,3.77
2021,1,8,18,0,0,-999,-999,-999,6.59,20.95,4.79
2021,1,8,19,0,0,-999,-999,-999,6.23,19.89,4.79
2021,1,8,20,0,0,-999,-999,-999,6.04,18.9,4.63
2021,1,8,21,0,0,-999,-999,-999,5.98,18.06,4.53
2021,1,8,22,0,0,-999,-999,-999,5.98,17.28,4.39
2021,1,8,23,0,0,-999,-999,-999,5.98,16.55,4.25
2021,1,9,0,0,0,-999,-999,-999,5.98,15.88,4.22
2021,1,9,1,0,0,-999,-999,-999,5.92,15.28,4.3
2021,1,9,2,0,0,-999,-999,-999,5.86,14.62,3.99
2021,1,9,3,0,0,-999,-999,-999,5.92,14.01,3.52
2021,1,9,4,0,0,-999,-999,-999,6.16,13.58,3.1
2021,1,9,5,0,0,-999,-999,-999,6.84,13.34,2.66
2021,1,9,6,0,0,-999,-999,-999,7.87,13.36,2.46
2021,1,9,7,35.88,37.64,0.23,0.17,83.37,9.22,15.73,2.4
2021,1,9,8,149,139.74,0.31,0.01,71.66,10.25,19.34,2.71
2021,1,9,9,294.17,264.19,0.39,0.04,61.17,11.54,23.73,2.61
2021,1,9,10,423.85,349.83,0.41,0.07,52.64,11.41,26.89,1.98
2021,1,9,11,507.92,352.17,0.37,0.09,47.16,10.44,28.7,0.98
2021,1,9,12,407.2,277.91,0.28,0.09,45.85,9.28,29.95,1.07
2021,1,9,13,375.67,245.41,0.27,0.08,49.05,8.73,30.55,1.97
2021,1,9,14,292.23,227.92,0.29,0.04,55.98,8.3,30.43,2.69
2021,1,9,15,180.67,162.44,0.28,0.01,65.46,8,29.74,3.18
2021,1,9,16,77.17,81.38,0.25,0.16,76.55,8.67,27.66,2.64
2021,1,9,17,8.27,12.33,0.22,0.12,87.68,8.48,23.44,3.06
2021,1,9,18,0,0,-999,-999,-999,7.93,22.02,3.86
2021,1,9,19,0,0,-999,-999,-999,7.87,21.15,4.71
2021,1,9,20,0,0,-999,-999,-999,8.06,19.9,4.82
2021,1,9,21,0,0,-999,-999,-999,8.3,18.82,4.66
2021,1,9,22,0,0,-999,-999,-999,8.36,17.9,4.34
2021,1,9,23,0,0,-999,-999,-999,8.36,16.98,3.76
2021,1,10,0,0,0,-999,-999,-999,8.3,16.22,3.21
2021,1,10,1,0,0,-999,-999,-999,8.36,15.66,2.72
2021,1,10,2,0,0,-999,-999,-999,8.54,15.28,2.47
2021,1,10,3,0,0,-999,-999,-999,9.03,15.02,2.45
2021,1,10,4,0,0,-999,-999,-999,9.7,14.82,2.54
2021,1,10,5,0,0,-999,-999,-999,10.5,14.71,2.66
2021,1,10,6,0,0,-999,-999,-999,11.11,14.69,2.72
2021,1,10,7,34.98,36.96,0.23,0.17,83.38,11.41,16.78,3.4
2021,1,10,8,144.88,108.23,0.24,0.01,71.66,11.66,19.81,3.48
2021,1,10,9,286.83,208.77,0.3,0.02,61.13,12.21,23.85,3.77
2021,1,10,10,417.25,348.39,0.41,0.05,52.56,11.84,27.01,2.81
2021,1,10,11,504.98,495.68,0.52,0.07,47.05,11.17,28.9,1.39
2021,1,10,12,631.25,629.9,0.64,0.14,45.7,10.56,30.19,0.98
2021,1,10,13,576.33,577.36,0.62,0.14,48.88,10.07,30.84,1.88
2021,1,10,14,464.6,469.6,0.59,0.09,55.8,9.77,30.76,2.54
2021,1,10,15,301.9,308.29,0.52,0.05,65.29,9.46,30.08,2.97
2021,1,10,16,144.42,149.58,0.45,0.13,76.39,9.95,28.24,2.55
2021,1,10,17,13.17,17.23,0.29,0.14,87.59,9.83,24.16,2.81
2021,1,10,18,0,0,-999,-999,-999,9.22,22.62,3.42
2021,1,10,19,0,0,-999,-999,-999,8.97,21.74,4.02
2021,1,10,20,0,0,-999,-999,-999,8.79,20.7,4.34
2021,1,10,21,0,0,-999,-999,-999,8.67,19.71,4.22
2021,1,10,22,0,0,-999,-999,-999,8.54,18.87,3.96
2021,1,10,23,0,0,-999,-999,-999,8.48,18.17,3.76
2021,1,11,0,0,0,-999,-999,-999,8.42,17.54,3.57
2021,1,11,1,0,0,-999,-999,-999,8.3,16.96,3.48
2021,1,11,2,0,0,-999,-999,-999,8.12,16.36,3.16
2021,1,11,3,0,0,-999,-999,-999,7.87,15.77,2.78
2021,1,11,4,0,0,-999,-999,-999,7.69,15.32,2.56
2021,1,11,5,0,0,-999,-999,-999,7.51,14.99,2.5
2021,1,11,6,0,0,-999,-999,-999,7.45,14.77,2.55
2021,1,11,7,50.08,51.41,0.32,0.18,83.39,7.69,16.44,3.64
2021,1,11,8,214.58,203.77,0.46,0.09,71.64,8.06,19.16,3.27
2021,1,11,9,398.77,383.09,0.56,0.12,61.09,8.61,23.31,3.16
2021,1,11,10,547,552.02,0.64,0.16,52.48,8.79,27.57,2.74
2021,1,11,11,639.85,641.34,0.66,0.19,46.92,8.79,29.71,1.53
2021,1,11,12,696.12,697.76,0.71,0.2,45.54,8.67,31.09,1.41
2021,1,11,13,645.8,649.39,0.7,0.18,48.7,8.48,31.85,2.13
2021,1,11,14,529.88,536.3,0.67,0.17,55.62,8.06,31.94,2.81
2021,1,11,15,360.75,367.44,0.62,0.16,65.12,7.57,31.29,3.29
2021,1,11,16,166.27,171.76,0.52,0.18,76.23,8.3,29.05,2.66
2021,1,11,17,16.62,20.78,0.34,0.15,87.48,8.12,24.19,3.07
2021,1,11,18,0,0,-999,-999,-999,7.32,22.23,3.47
2021,1,11,19,0,0,-999,-999,-999,7.02,21.12,3.66
2021,1,11,20,0,0,-999,-999,-999,6.9,20.05,3.75
2021,1,11,21,0,0,-999,-999,-999,6.77,18.98,3.71
2021,1,11,22,0,0,-999,-999,-999,6.59,17.94,3.63
2021,1,11,23,0,0,-999,-999,-999,6.29,16.96,3.53
2021,1,12,0,0,0,-999,-999,-999,5.98,16.05,3.42
2021,1,12,1,0,0,-999,-999,-999,5.68,15.24,3.31
2021,1,12,2,0,0,-999,-999,-999,5.62,14.58,3.23
2021,1,12,3,0,0,-999,-999,-999,5.86,14.02,3.2
2021,1,12,4,0,0,-999,-999,-999,6.47,13.48,3.2
2021,1,12,5,0,0,-999,-999,-999,7.26,12.94,3.2
2021,1,12,6,0,0,-999,-999,-999,8.06,12.43,3.2
2021,1,12,7,61.55,61.72,0.38,0.18,83.4,8.61,14.22,4.27
2021,1,12,8,251.42,249.72,0.56,0.13,71.62,8.85,17.19,3.66
2021,1,12,9,446.02,446.88,0.66,0.15,61.04,9.03,21.58,3.38
2021,1,12,10,601.62,607.61,0.71,0.18,52.39,8.48,25.88,3.34
2021,1,12,11,639.72,625.67,0.65,0.15,46.79,7.08,28.8,2.81
2021,1,12,12,731.95,733.44,0.74,0.17,45.38,6.47,30.23,2.6
2021,1,12,13,685.45,689.36,0.74,0.18,48.52,5.98,31.06,2.52
2021,1,12,14,568.15,574.56,0.72,0.17,55.44,5.55,31.23,2.4
2021,1,12,15,396.8,402.94,0.68,0.17,64.95,5.31,30.68,2.36
2021,1,12,16,192.17,197.03,0.58,0.19,76.06,7.39,28.07,1.86
2021,1,12,17,20.62,24.83,0.39,0.16,87.39,6.9,23.25,2.78
2021,1,12,18,0,0,-999,-999,-999,6.16,20.98,3.37
2021,1,12,19,0,0,-999,-999,-999,5.68,19.71,3.57
2021,1,12,20,0,0,-999,-999,-999,5.19,18.54,3.64
2021,1,12,21,0,0,-999,-999,-999,4.76,17.39,3.7
2021,1,12,22,0,0,-999,-999,-999,4.39,16.31,3.61
2021,1,12,23,0,0,-999,-999,-999,4.27,15.35,3.41
2021,1,13,0,0,0,-999,-999,-999,4.33,14.58,3.22
2021,1,13,1,0,0,-999,-999,-999,4.64,13.97,3.12
2021,1,13,2,0,0,-999,-999,-999,5,13.51,3.23
2021,1,13,3,0,0,-999,-999,-999,5.43,13.06,3.36
2021,1,13,4,0,0,-999,-999,-999,5.86,12.51,3.45
2021,1,13,5,0,0,-999,-999,-999,6.1,11.96,3.59
2021,1,13,6,0,0,-999,-999,-999,6.23,11.4,3.65
2021,1,13,7,74.8,76.07,0.47,0.18,83.39,6.23,12.8,4.7
2021,1,13,8,284.17,291.13,0.66,0.2,71.59,6.23,15.73,3.83
2021,1,13,9,484.15,492.41,0.72,0.18,60.98,6.23,20.17,3.32
2021,1,13,10,639,644.69,0.75,0.18,52.3,6.16,24.46,3.34
2021,1,13,11,734.1,735.06,0.76,0.19,46.65,5.55,28.19,2.07
2021,1,13,12,767.6,768.94,0.77,0.18,45.2,4.94,30.01,1.01
2021,1,13,13,715.5,719.41,0.77,0.17,48.33,4.46,30.81,1.09
2021,1,13,14,597.15,603.55,0.75,0.18,55.25,4.21,30.97,1.52
2021,1,13,15,422.08,428.19,0.71,0.18,64.77,4.09,30.38,1.84
2021,1,13,16,210.15,214.61,0.62,0.19,75.9,6.16,28.08,1.57
2021,1,13,17,24.4,28.58,0.43,0.16,87.29,5.62,24.19,2.11
2021,1,13,18,0,0,-999,-999,-999,5.13,21.89,2.59
2021,1,13,19,0,0,-999,-999,-999,5.07,20.01,2.95
2021,1,13,20,0,0,-999,-999,-999,5,18.48,3.22
2021,1,13,21,0,0,-999,-999,-999,4.88,17.25,3.39
2021,1,13,22,0,0,-999,-999,-999,4.76,16.26,3.47
2021,1,13,23,0,0,-999,-999,-999,4.58,15.48,3.5
2021,1,14,0,0,0,-999,-999,-999,4.39,14.87,3.54
2021,1,14,1,0,0,-999,-999,-999,4.27,14.54,3.63
2021,1,14,2,0,0,-999,-999,-999,4.27,14.42,3.86
2021,1,14,3,0,0,-999,-999,-999,4.27,13.9,3.98
2021,1,14,4,0,0,-999,-999,-999,4.33,13.13,3.91
2021,1,14,5,0,0,-999,-999,-999,4.39,12.37,3.83
2021,1,14,6,0,0,-999,-999,-999,4.39,11.66,3.72
2021,1,14,7,74.9,75.41,0.47,0.18,83.38,4.27,12.94,4.64
2021,1,14,8,283.1,282.47,0.63,0.19,71.56,4.27,15.8,3.99
2021,1,14,9,481.3,482.58,0.7,0.18,60.91,4.46,20.3,3.16
2021,1,14,10,634.77,635.63,0.73,0.18,52.2,4.58,24.83,3.22
2021,1,14,11,725.98,715.49,0.74,0.17,46.51,4.58,28.83,2.92
2021,1,14,12,759.88,744.98,0.75,0.18,45.02,4.58,31.25,2.36
2021,1,14,13,709.1,711.14,0.76,0.18,48.13,4.58,32.09,1.93
2021,1,14,14,591.12,595.02,0.74,0.17,55.06,4.46,32.2,1.77
2021,1,14,15,417.02,424.31,0.7,0.19,64.59,4.46,31.62,1.68
2021,1,14,16,207.12,211.7,0.61,0.19,75.73,6.71,29.4,1.3
2021,1,14,17,24.48,28.69,0.41,0.16,87.18,5.68,25.74,1.98
2021,1,14,18,0,0,-999,-999,-999,5.31,23.04,2.69
2021,1,14,19,0,0,-999,-999,-999,5.13,21.24,3.1
2021,1,14,20,0,0,-999,-999,-999,4.94,19.9,3.25
2021,1,14,21,0,0,-999,-999,-999,4.76,18.7,3.32
2021,1,14,22,0,0,-999,-999,-999,4.58,17.51,3.47
2021,1,14,23,0,0,-999,-999,-999,4.46,16.51,3.55
2021,1,15,0,0,0,-999,-999,-999,4.39,15.72,3.5
2021,1,15,1,0,0,-999,-999,-999,4.39,14.7,3.46
2021,1,15,2,0,0,-999,-999,-999,4.33,13.83,3.39
2021,1,15,3,0,0,-999,-999,-999,4.33,13.14,3.31
2021,1,15,4,0,0,-999,-999,-999,4.33,12.61,3.2
2021,1,15,5,0,0,-999,-999,-999,4.27,12.06,3.02
2021,1,15,6,0,0,-999,-999,-999,4.21,11.65,2.85
2021,1,15,7,69,70.3,0.43,0.18,83.38,4.15,13.75,3.27
2021,1,15,8,268.35,270.9,0.61,0.15,71.52,3.97,16.63,3.06
2021,1,15,9,463.45,462.53,0.67,0.16,60.84,3.97,20.74,2.26
2021,1,15,10,616.33,617.38,0.71,0.16,52.09,3.85,24.77,1.86
2021,1,15,11,709.45,710.93,0.73,0.18,46.35,4.64,28.26,1.29
2021,1,15,12,732.05,734.08,0.73,0.16,44.84,5.49,30.73,1.35
2021,1,15,13,680.5,684.58,0.73,0.16,47.93,5.74,31.47,1.18
2021,1,15,14,562.75,570.09,0.7,0.17,54.87,5.86,31.45,0.75
2021,1,15,15,387.25,395.48,0.65,0.15,64.41,6.04,30.91,0.45
2021,1,15,16,186.38,191.51,0.55,0.18,75.56,7.08,29.58,0.2
2021,1,15,17,21.3,25.66,0.36,0.16,87.08,6.84,27.44,0.64
2021,1,15,18,0,0,-999,-999,-999,6.41,25.3,1.34
2021,1,15,19,0,0,-999,-999,-999,6.35,23.39,2.04
2021,1,15,20,0,0,-999,-999,-999,6.29,21.52,2.56
2021,1,15,21,0,0,-999,-999,-999,6.16,19.96,2.92
2021,1,15,22,0,0,-999,-999,-999,5.86,18.73,3.13
2021,1,15,23,0,0,-999,-999,-999,5.68,17.74,3.2
2021,1,16,0,0,0,-999,-999,-999,5.49,16.9,3.17
2021,1,16,1,0,0,-999,-999,-999,5.31,16.23,3.09
2021,1,16,2,0,0,-999,-999,-999,5.25,15.71,2.98
2021,1,16,3,0,0,-999,-999,-999,5.19,15.27,2.94
2021,1,16,4,0,0,-999,-999,-999,5.13,14.86,2.99
2021,1,16,5,0,0,-999,-999,-999,5.13,14.46,3.1
2021,1,16,6,0,0,-999,-999,-999,5.25,14.09,3.23
2021,1,16,7,60.15,62.1,0.38,0.18,83.35,5.68,16.13,3.56
2021,1,16,8,244.25,251.64,0.56,0.12,71.48,5.86,19.43,3.9
2021,1,16,9,438.98,447.2,0.65,0.15,60.77,6.29,23.3,3.13
2021,1,16,10,596.95,602.9,0.7,0.17,51.97,6.41,27.69,2.81
2021,1,16,11,690.5,692.2,0.71,0.16,46.2,6.29,30.44,1.97
2021,1,16,12,683.88,686.3,0.69,0.15,44.64,6.16,31.55,1.49
2021,1,16,13,631.45,635.47,0.67,0.16,47.73,6.04,32.09,1.27
2021,1,16,14,514.12,520.65,0.64,0.13,54.66,5.92,32.01,1.22
2021,1,16,15,343.58,352.15,0.58,0.11,64.22,5.92,31.39,1.07
2021,1,16,16,161.62,166.44,0.47,0.16,75.39,7.87,29.48,0.89
2021,1,16,17,18.73,23.09,0.31,0.15,86.97,7.02,26.31,1.7
